,Type,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,FloorPlan,Area,BuildingYear,Structure,Use,Purpose,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Region,LandShape,Frontage,Direction,Classification,Breadth,TotalFloorArea,PricePerUnit,UnitPrice,Remarks
232,中古マンション等,13120,東京都,練馬区,関町南,43000000,３ＬＤＫ,80,平成17年,ＲＣ,,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,未改装,,,,,,,,,,
233,中古マンション等,13120,東京都,練馬区,関町南,30000000,３ＬＤＫ,65,昭和55年,ＳＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
234,中古マンション等,13120,東京都,練馬区,関町南,18000000,２ＬＤＫ,55,昭和49年,ＲＣ,住宅,住宅,第２種中高層住居専用地域,50,200,2020年第２四半期,未改装,,,,,,,,,,
235,宅地(土地と建物),13120,東京都,練馬区,関町南,33000000,,65,昭和38年,木造,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,住宅地,ほぼ長方形,6.0,北,都道,25.0,70,,,
236,宅地(土地と建物),13120,東京都,練馬区,関町南,50000000,,80,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.8,東,区道,6.0,80,,,
237,中古マンション等,13120,東京都,練馬区,関町南,27000000,３ＬＤＫ,65,昭和55年,ＳＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
238,中古マンション等,13120,東京都,練馬区,関町南,52000000,３ＬＤＫ,65,平成30年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,,,,,,,,,,
239,中古マンション等,13120,東京都,練馬区,関町南,30000000,４ＬＤＫ,90,昭和49年,ＲＣ,住宅,住宅,第２種中高層住居専用地域,50,200,2020年第１四半期,未改装,,,,,,,,,,
240,中古マンション等,13120,東京都,練馬区,関町南,25000000,２ＬＤＫ,55,平成18年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
241,宅地(土地と建物),13120,東京都,練馬区,高野台,84000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,14.1,南西,区道,6.5,95,,,
242,宅地(土地と建物),13120,東京都,練馬区,高野台,83000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,8.3,西,区道,6.5,100,,,
243,中古マンション等,13120,東京都,練馬区,高野台,15000000,２ＬＤＫ,45,昭和46年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
244,中古マンション等,13120,東京都,練馬区,高野台,28000000,２ＬＤＫ,45,昭和46年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
245,中古マンション等,13120,東京都,練馬区,高野台,15000000,１Ｋ,20,平成20年,ＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
246,中古マンション等,13120,東京都,練馬区,高野台,23000000,２ＬＤＫ,55,平成13年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
247,中古マンション等,13120,東京都,練馬区,高野台,21000000,１Ｋ,20,平成20年,ＲＣ,,住宅,第２種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
248,中古マンション等,13120,東京都,練馬区,高野台,17000000,１Ｋ,20,平成24年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
249,宅地(土地と建物),13120,東京都,練馬区,高野台,85000000,,110,平成31年,木造,住宅,,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,8.2,南,区道,5.0,100,,,
250,宅地(土地と建物),13120,東京都,練馬区,高野台,78000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.8,南西,区道,6.4,90,,,
251,宅地(土地),13120,東京都,練馬区,高野台,48000000,,135,,,,住宅,第２種住居地域,60,200,2020年第１四半期,,住宅地,不整形,6.1,東,区道,5.0,,1200000,360000,
252,中古マンション等,13120,東京都,練馬区,高野台,32000000,３ＬＤＫ,60,平成17年,ＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
253,中古マンション等,13120,東京都,練馬区,高野台,37000000,３ＬＤＫ,65,昭和54年,ＳＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
254,中古マンション等,13120,東京都,練馬区,高野台,19000000,１Ｋ,20,平成24年,ＲＣ,,住宅,第２種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
255,中古マンション等,13120,東京都,練馬区,高野台,22000000,３ＬＤＫ,60,平成6年,ＲＣ,住宅,その他,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
256,中古マンション等,13120,東京都,練馬区,高野台,34000000,３ＬＤＫ,60,平成17年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第１四半期,改装済,,,,,,,,,,
257,宅地(土地と建物),13120,東京都,練馬区,高松,24000000,,50,昭和51年,木造,住宅,事務所,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ整形,5.5,南,私道,5.0,50,,,
258,中古マンション等,13120,東京都,練馬区,高松,38000000,４ＬＤＫ,70,平成14年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
259,宅地(土地と建物),13120,東京都,練馬区,高松,80000000,,105,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ正方形,11.0,東,区道,4.5,105,,,
260,宅地(土地と建物),13120,東京都,練馬区,高松,31000000,,80,平成3年,鉄骨造,共同住宅、店舗,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,不整形,7.7,南西,区道,11.5,160,,,
261,宅地(土地と建物),13120,東京都,練馬区,高松,30000000,,105,平成4年,軽量鉄骨造,事務所、店舗,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.5,南,区道,5.5,70,,,関係者間取引
262,宅地(土地と建物),13120,東京都,練馬区,高松,68000000,,110,平成31年,軽量鉄骨造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.3,南,区道,6.0,105,,,
263,宅地(土地),13120,東京都,練馬区,高松,49000000,,125,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,台形,9.4,南西,区道,13.3,,1300000,390000,
264,宅地(土地と建物),13120,東京都,練馬区,高松,24000000,,65,昭和42年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,7.6,東,私道,4.0,80,,,
265,宅地(土地と建物),13120,東京都,練馬区,高松,29000000,,80,昭和41年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,8.0,西,私道,4.0,60,,,
266,宅地(土地と建物),13120,東京都,練馬区,高松,50000000,,45,令和2年,木造,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,,住宅地,ほぼ長方形,4.9,北,区道,10.0,80,,,
267,宅地(土地と建物),13120,東京都,練馬区,高松,34000000,,110,平成4年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,10.7,南,区道,4.0,110,,,
268,中古マンション等,13120,東京都,練馬区,高松,30000000,３ＬＤＫ,85,昭和57年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,未改装,,,,,,,,,,
269,宅地(土地と建物),13120,東京都,練馬区,高松,15000000,,75,昭和36年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ整形,11.0,南,道路,4.0,85,,,
270,宅地(土地と建物),13120,東京都,練馬区,高松,61000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,11.5,東,区道,4.5,100,,,
271,中古マンション等,13120,東京都,練馬区,高松,36000000,３ＬＤＫ,70,平成13年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
272,中古マンション等,13120,東京都,練馬区,高松,33000000,２ＬＤＫ,70,平成11年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
273,宅地(土地と建物),13120,東京都,練馬区,田柄,46000000,,65,平成31年,木造,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,,住宅地,ほぼ台形,6.0,東,都道,5.3,85,,,
274,宅地(土地と建物),13120,東京都,練馬区,田柄,40000000,,65,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,5.1,南,区道,5.0,55,,,
275,宅地(土地と建物),13120,東京都,練馬区,田柄,65000000,,120,平成9年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.0,南,区道,6.0,105,,,
276,宅地(土地と建物),13120,東京都,練馬区,田柄,77000000,,130,平成4年,鉄骨造,住宅、事務所,事務所,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,8.1,北,区道,6.0,210,,,
277,中古マンション等,13120,東京都,練馬区,田柄,21000000,１Ｋ,20,平成19年,ＲＣ,住宅,住宅,商業地域,80,400,2020年第１四半期,未改装,,,,,,,,,,
278,中古マンション等,13120,東京都,練馬区,田柄,34000000,１ＬＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
279,中古マンション等,13120,東京都,練馬区,田柄,35000000,１ＬＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
280,中古マンション等,13120,東京都,練馬区,田柄,35000000,１ＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
281,中古マンション等,13120,東京都,練馬区,田柄,36000000,１ＬＤＫ,35,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
282,中古マンション等,13120,東京都,練馬区,田柄,45000000,３ＬＤＫ,70,平成23年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
283,中古マンション等,13120,東京都,練馬区,田柄,38000000,１ＬＤＫ,35,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
284,中古マンション等,13120,東京都,練馬区,田柄,38000000,１ＬＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
285,宅地(土地と建物),13120,東京都,練馬区,田柄,43000000,,60,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,6.6,北,私道,4.0,55,,,
286,宅地(土地と建物),13120,東京都,練馬区,田柄,21000000,,90,平成11年,木造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.0,東,私道,2.0,85,,,
287,宅地(土地と建物),13120,東京都,練馬区,田柄,100000000,,165,昭和55年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,15.5,北東,区道,8.2,165,,,
288,中古マンション等,13120,東京都,練馬区,田柄,52000000,２ＬＤＫ,70,平成24年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
289,中古マンション等,13120,東京都,練馬区,田柄,40000000,１ＬＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
290,中古マンション等,13120,東京都,練馬区,田柄,31000000,２ＬＤＫ,60,平成23年,ＲＣ,,住宅,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
291,中古マンション等,13120,東京都,練馬区,田柄,41000000,１ＬＤＫ,40,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,,,,,,,,,,,
292,宅地(土地と建物),13120,東京都,練馬区,田柄,7500000,,80,昭和42年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.0,南,私道,3.0,65,,,
293,宅地(土地と建物),13120,東京都,練馬区,田柄,50000000,,55,令和2年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ正方形,,西,区道,4.0,100,,,
294,宅地(土地と建物),13120,東京都,練馬区,田柄,18000000,,60,昭和63年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,9.0,東,区道,4.5,75,,,
295,宅地(土地と建物),13120,東京都,練馬区,立野町,100000000,,220,平成4年,木造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,台形,15.5,南西,区道,11.6,210,,,
296,宅地(土地と建物),13120,東京都,練馬区,立野町,610000000,,1600,平成4年,ＲＣ,共同住宅,,近隣商業地域,80,300,2020年第１四半期,,商業地,長方形,33.6,東,都道,11.0,1700,,,
297,宅地(土地と建物),13120,東京都,練馬区,立野町,67000000,,120,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,2.8,西,区道,6.0,90,,,
298,宅地(土地と建物),13120,東京都,練馬区,土支田,48000000,,100,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.0,南,区道,4.0,90,,,私道を含む取引
299,宅地(土地と建物),13120,東京都,練馬区,土支田,61000000,,110,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ整形,9.3,南西,区道,6.0,105,,,
300,宅地(土地と建物),13120,東京都,練馬区,土支田,62000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,7.1,南,区道,6.0,105,,,
301,宅地(土地),13120,東京都,練馬区,土支田,53000000,,135,,,,,第１種中高層住居専用地域,60,200,2020年第２四半期,,住宅地,長方形,12.2,北東,区道,6.0,,1300000,390000,
302,宅地(土地と建物),13120,東京都,練馬区,土支田,45000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ正方形,12.0,北東,区道,5.0,90,,,
303,中古マンション等,13120,東京都,練馬区,土支田,29000000,３ＬＤＫ,60,平成13年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,,,,,,,,,,,
304,宅地(土地),13120,東京都,練馬区,土支田,670000000,,2000㎡以上,,,,,第１種低層住居専用地域,40,80,2020年第１四半期,,住宅地,ほぼ台形,47.0,南,区道,7.0,,830000,250000,
305,宅地(土地),13120,東京都,練馬区,土支田,29000000,,85,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,9.5,北東,区道,4.0,,1100000,350000,
306,宅地(土地と建物),13120,東京都,練馬区,土支田,33000000,,120,昭和49年,木造,住宅,住宅,第１種低層住居専用地域,40,80,2020年第１四半期,,住宅地,ほぼ長方形,,南,区道,4.0,70,,,
307,中古マンション等,13120,東京都,練馬区,豊玉上,22000000,１Ｋ,25,平成26年,ＲＣ,,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
308,宅地(土地),13120,東京都,練馬区,豊玉上,130000000,,230,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,台形,14.9,北西,区道,6.0,,1900000,570000,
309,中古マンション等,13120,東京都,練馬区,豊玉上,25000000,１Ｋ,25,平成28年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
310,中古マンション等,13120,東京都,練馬区,豊玉上,8600000,１Ｒ,15,昭和63年,ＲＣ,住宅,その他,近隣商業地域,80,300,2020年第２四半期,改装済,,,,,,,,,,
311,宅地(土地と建物),13120,東京都,練馬区,豊玉北,280000000,,600,平成2年,鉄骨造,店舗,店舗,商業地域,80,400,2020年第２四半期,,商業地,長方形,22.0,南,都道,25.0,580,,,
312,中古マンション等,13120,東京都,練馬区,豊玉北,15000000,１Ｋ,20,平成10年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
313,中古マンション等,13120,東京都,練馬区,豊玉北,21000000,,20,平成24年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,,,,,,,,,,,
314,宅地(土地と建物),13120,東京都,練馬区,豊玉北,62000000,,65,平成31年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,台形,8.5,南東,区道,6.0,95,,,
315,宅地(土地と建物),13120,東京都,練馬区,豊玉北,760000000,,400,令和2年,ＲＣ,共同住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,不整形,15.0,北,区道,8.0,860,,,
316,中古マンション等,13120,東京都,練馬区,豊玉北,23000000,１Ｋ,20,平成24年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第１四半期,,,,,,,,,,,
317,中古マンション等,13120,東京都,練馬区,豊玉北,23000000,３ＬＤＫ,75,昭和51年,ＳＲＣ,住宅,住宅,商業地域,80,400,2020年第１四半期,,,,,,,,,,,
318,宅地(土地と建物),13120,東京都,練馬区,豊玉北,6500000,,85,昭和55年,木造,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,,住宅地,ほぼ長方形,,接面道路無,,,95,,,
319,中古マンション等,13120,東京都,練馬区,豊玉北,6500000,１Ｋ,20,昭和63年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,50,200,2020年第２四半期,未改装,,,,,,,,,,
320,中古マンション等,13120,東京都,練馬区,豊玉北,58000000,３ＬＤＫ,70,平成24年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
321,中古マンション等,13120,東京都,練馬区,豊玉北,38000000,３ＬＤＫ,65,昭和49年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
322,宅地(土地),13120,東京都,練馬区,豊玉北,71000000,,135,,,,その他,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,15.8,南西,区道,6.0,,1800000,530000,
323,中古マンション等,13120,東京都,練馬区,豊玉北,31000000,１Ｋ,25,平成31年,ＲＣ,,その他,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
324,中古マンション等,13120,東京都,練馬区,豊玉北,31000000,２Ｋ,25,平成31年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
325,中古マンション等,13120,東京都,練馬区,豊玉北,4500000,２ＤＫ,35,昭和51年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
326,中古マンション等,13120,東京都,練馬区,豊玉北,10000000,１ＬＤＫ,35,昭和45年,ＳＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
327,中古マンション等,13120,東京都,練馬区,豊玉北,12000000,１Ｋ,15,昭和60年,ＲＣ,住宅,その他,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
328,中古マンション等,13120,東京都,練馬区,豊玉北,40000000,３ＬＤＫ,60,昭和49年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,改装済,,,,,,,,,,
329,宅地(土地),13120,東京都,練馬区,豊玉北,110000000,,230,,,,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,,住宅地,ほぼ正方形,15.8,東,区道,6.0,,1600000,480000,
330,中古マンション等,13120,東京都,練馬区,豊玉北,21000000,１ＤＫ,35,昭和45年,ＳＲＣ,住宅,住宅,商業地域,80,500,2020年第２四半期,改装済,,,,,,,,,,
331,中古マンション等,13120,東京都,練馬区,豊玉北,33000000,１ＬＤＫ,35,平成22年,ＲＣ,住宅,住宅,商業地域,80,500,2020年第２四半期,未改装,,,,,,,,,,
332,中古マンション等,13120,東京都,練馬区,豊玉北,23000000,１Ｋ,20,平成21年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,,,,,,,,,,,
333,宅地(土地と建物),13120,東京都,練馬区,豊玉北,120000000,,85,昭和54年,ＲＣ,事務所、店舗,事務所,商業地域,80,500,2020年第１四半期,,商業地,台形,8.5,南西,都道,25.0,400,,,
334,宅地(土地と建物),13120,東京都,練馬区,豊玉北,44000000,,40,令和2年,木造,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,商業地,長方形,3.8,北,区道,6.0,75,,,
335,中古マンション等,13120,東京都,練馬区,豊玉北,24000000,１Ｋ,20,平成21年,ＲＣ,,,商業地域,80,500,2020年第１四半期,未改装,,,,,,,,,,
336,中古マンション等,13120,東京都,練馬区,豊玉北,9300000,１Ｋ,25,昭和50年,ＳＲＣ,住宅,住宅,商業地域,80,600,2020年第１四半期,未改装,,,,,,,,,,
337,中古マンション等,13120,東京都,練馬区,豊玉北,31000000,１Ｋ,25,平成31年,ＲＣ,住宅,住宅,第１種低層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
338,中古マンション等,13120,東京都,練馬区,豊玉北,19000000,１Ｋ,20,平成21年,ＲＣ,住宅,その他,第１種低層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
339,中古マンション等,13120,東京都,練馬区,豊玉北,70000000,２ＬＤＫ,80,平成13年,ＲＣ,住宅,住宅,商業地域,80,600,2020年第１四半期,未改装,,,,,,,,,,
340,中古マンション等,13120,東京都,練馬区,豊玉北,50000000,１ＬＤＫ,45,平成31年,ＲＣ,住宅,住宅,第１種低層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
341,中古マンション等,13120,東京都,練馬区,豊玉北,23000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,商業地域,80,600,2020年第１四半期,,,,,,,,,,,
342,宅地(土地),13120,東京都,練馬区,豊玉中,86000000,,250,,,,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,長方形,15.1,東,区道,6.0,,1100000,340000,
343,宅地(土地と建物),13120,東京都,練馬区,豊玉中,1400000000,,2000㎡以上,昭和43年,ＲＣ,共同住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,50.0m以上,西,区道,6.0,2000㎡以上,,,
344,中古マンション等,13120,東京都,練馬区,豊玉中,46000000,３ＬＤＫ,65,平成23年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
345,宅地(土地),13120,東京都,練馬区,豊玉中,60000000,,125,,,,住宅,第１種住居地域,60,200,2020年第２四半期,,住宅地,長方形,10.0,西,区道,11.0,,1600000,480000,
346,中古マンション等,13120,東京都,練馬区,豊玉中,20000000,１Ｋ,20,平成22年,ＲＣ,,その他,近隣商業地域,80,300,2020年第２四半期,改装済,,,,,,,,,,
347,中古マンション等,13120,東京都,練馬区,豊玉中,20000000,１Ｋ,20,平成22年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
348,中古マンション等,13120,東京都,練馬区,豊玉中,10000000,１ＬＤＫ,30,昭和48年,ＳＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
349,宅地(土地と建物),13120,東京都,練馬区,豊玉中,48000000,,85,平成15年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,不整形,2.5,南東,区道,6.0,100,,,
350,中古マンション等,13120,東京都,練馬区,豊玉中,22000000,１Ｋ,20,平成22年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
351,中古マンション等,13120,東京都,練馬区,豊玉中,56000000,３ＬＤＫ,65,平成26年,ＲＣ,住宅,住宅,第１種低層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
